id,gene,cell,nsnp,b,se,CIlower,CIupper,pval,intercept,intercept_se,inter_CIlower,inter_CIupper,intercept_pval,hetero_Q,hetero_pvale,lo_ci,up_ci,or,or_lci95,or_uci95,fdr,cancer,cancerid,match,PPH4.PWCOCO.,ldcheck,H4..conventional.coloc.
"RP11-707O23.5_T cell, CD4, memory TREG",RP11-707O23.5,"T cell, CD4, memory TREG",1,0.090910402,0.013384933,NA,NA,1.11E-11,NA,NA,NA,NA,NA,NA,NA,0.064675933,0.117144872,1.095170876,1.066813249,1.124282295,2.14E-09,Ovarian cancer,ieu-a-1120,"RP11-707O23.5_T cell, CD4, memory TREG_Ovarian cancer_ieu-a-1120",0.361160229,0.92626958,1
"RP11-259G18.3_T cell, CD4, TH1 TH17",RP11-259G18.3,"T cell, CD4, TH1 TH17",1,0.098789976,0.01454506,NA,NA,1.11E-11,NA,NA,NA,NA,NA,NA,NA,0.070281659,0.127298293,1.103834443,1.072810305,1.135755755,2.14E-09,Ovarian cancer,ieu-a-1120,"RP11-259G18.3_T cell, CD4, TH1 TH17_Ovarian cancer_ieu-a-1120",0.376587265,0.92626958,0.998502
"KANSL1-AS1_B cell, naive",KANSL1-AS1,"B cell, naive",1,0.107885464,0.015884208,NA,NA,1.11E-11,NA,NA,NA,NA,NA,NA,NA,0.076752416,0.139018512,1.113920154,1.079774709,1.149145373,2.14E-09,Ovarian cancer,ieu-a-1120,"KANSL1-AS1_B cell, naive_Ovarian cancer_ieu-a-1120",0.348012058,0.92626958,1
"RP11-259G18.3_T cell, CD4, memory TREG",RP11-259G18.3,"T cell, CD4, memory TREG",1,0.088201463,0.01298609,NA,NA,1.11E-11,NA,NA,NA,NA,NA,NA,NA,0.062748726,0.1136542,1.09220814,1.064759259,1.120364636,2.14E-09,Ovarian cancer,ieu-a-1120,"RP11-259G18.3_T cell, CD4, memory TREG_Ovarian cancer_ieu-a-1120",0.361161607,0.92626958,1
"OCEL1_T cell, CD4, memory TREG",OCEL1,"T cell, CD4, memory TREG",1,-0.09680613,0.018157537,NA,NA,9.74E-08,NA,NA,NA,NA,NA,NA,NA,-0.132394902,-0.061217358,0.907731971,0.875994994,0.940618767,1.42E-05,Ovarian cancer,ieu-a-1120,"OCEL1_T cell, CD4, memory TREG_Ovarian cancer_ieu-a-1120",0.997702276,1,0.997702
"RCCD1_T cell, CD4, TH2",RCCD1,"T cell, CD4, TH2",1,-0.088433856,0.01787184,NA,NA,7.49E-07,NA,NA,NA,NA,NA,NA,NA,-0.123462663,-0.05340505,0.915363654,0.883854641,0.947995949,9.25E-05,Ovarian cancer,ieu-a-1120,"RCCD1_T cell, CD4, TH2_Ovarian cancer_ieu-a-1120",0.91415824,0.983341956,0.914158
"RCCD1_T cell, CD4, TH1 TH17",RCCD1,"T cell, CD4, TH1 TH17",1,-0.087843031,0.017752439,NA,NA,7.49E-07,NA,NA,NA,NA,NA,NA,NA,-0.122637811,-0.053048252,0.915904634,0.884583991,0.948334253,9.25E-05,Ovarian cancer,ieu-a-1120,"RCCD1_T cell, CD4, TH1 TH17_Ovarian cancer_ieu-a-1120",0.929018223,0.983341956,0.929018
"LRRC37A4P_T cell, CD4, TH17",LRRC37A4P,"T cell, CD4, TH17",1,-0.098280983,0.013775021,NA,NA,9.70E-13,NA,NA,NA,NA,NA,NA,NA,-0.125280024,-0.071281942,0.906394187,0.882249817,0.931199311,7.42E-10,Ovarian cancer,ieu-a-1120,"LRRC37A4P_T cell, CD4, TH17_Ovarian cancer_ieu-a-1120",0.308211645,1,1
"LRRC37A4P_T cell, CD4, TH2",LRRC37A4P,"T cell, CD4, TH2",1,-0.093704056,0.013133521,NA,NA,9.70E-13,NA,NA,NA,NA,NA,NA,NA,-0.119445756,-0.067962355,0.910552195,0.887412143,0.934295644,7.42E-10,Ovarian cancer,ieu-a-1120,"LRRC37A4P_T cell, CD4, TH2_Ovarian cancer_ieu-a-1120",0.327452536,1,1
"LRRC37A4P_T cell, CD8, naive",LRRC37A4P,"T cell, CD8, naive",1,-0.093030998,0.013039185,NA,NA,9.70E-13,NA,NA,NA,NA,NA,NA,NA,-0.1185878,-0.067474195,0.911165256,0.88817383,0.934751842,7.42E-10,Ovarian cancer,ieu-a-1120,"LRRC37A4P_T cell, CD8, naive_Ovarian cancer_ieu-a-1120",0.182653944,1,1
"LRRC37A4P_NK cell, CD56dim CD16+",LRRC37A4P,"NK cell, CD56dim CD16+",1,-0.08727574,0.012232531,NA,NA,9.70E-13,NA,NA,NA,NA,NA,NA,NA,-0.1112515,-0.06329998,0.916424366,0.8947137,0.938661852,7.42E-10,Ovarian cancer,ieu-a-1120,"LRRC37A4P_NK cell, CD56dim CD16+_Ovarian cancer_ieu-a-1120",0.328969048,1,1
"CRHR1-IT1_T cell, CD4, TFH",CRHR1-IT1,"T cell, CD4, TFH",1,0.119171744,0.016777429,NA,NA,1.22E-12,NA,NA,NA,NA,NA,NA,NA,0.086287983,0.152055505,1.126563382,1.090120219,1.164224855,7.42E-10,Ovarian cancer,ieu-a-1120,"CRHR1-IT1_T cell, CD4, TFH_Ovarian cancer_ieu-a-1120",0.257231079,0.994629231,1
"KANSL1-AS1_T cell, CD8, naive",KANSL1-AS1,"T cell, CD8, naive",1,0.097513755,0.013882287,NA,NA,2.15E-12,NA,NA,NA,NA,NA,NA,NA,0.070304473,0.124723037,1.102426606,1.072834781,1.132834657,7.42E-10,Ovarian cancer,ieu-a-1120,"KANSL1-AS1_T cell, CD8, naive_Ovarian cancer_ieu-a-1120",0.167279569,0.994629231,1
"KANSL1-AS1_T cell, CD4, TH2",KANSL1-AS1,"T cell, CD4, TH2",1,0.096959208,0.01380334,NA,NA,2.15E-12,NA,NA,NA,NA,NA,NA,NA,0.069904661,0.124013755,1.101815427,1.072405935,1.132031442,7.42E-10,Ovarian cancer,ieu-a-1120,"KANSL1-AS1_T cell, CD4, TH2_Ovarian cancer_ieu-a-1120",0.291612235,0.994629231,0.995246
"DND1P1_T cell, CD4, naive activated",DND1P1,"T cell, CD4, naive activated",1,0.094079027,0.013393311,NA,NA,2.15E-12,NA,NA,NA,NA,NA,NA,NA,0.067828138,0.120329916,1.098646565,1.070181369,1.127868892,7.42E-10,Ovarian cancer,ieu-a-1120,"DND1P1_T cell, CD4, naive activated_Ovarian cancer_ieu-a-1120",0.286034174,0.994629231,0.992612
"KANSL1-AS1_T cell, CD4, naive TREG",KANSL1-AS1,"T cell, CD4, naive TREG",1,0.091708309,0.01305581,NA,NA,2.15E-12,NA,NA,NA,NA,NA,NA,NA,0.066118922,0.117297697,1.096045069,1.06835376,1.124454126,7.42E-10,Ovarian cancer,ieu-a-1120,"KANSL1-AS1_T cell, CD4, naive TREG_Ovarian cancer_ieu-a-1120",0.269518532,0.994629231,1
"KANSL1-AS1_T cell, CD4, naive",KANSL1-AS1,"T cell, CD4, naive",1,0.0956595,0.013618311,NA,NA,2.15E-12,NA,NA,NA,NA,NA,NA,NA,0.068967611,0.122351389,1.100384319,1.071401507,1.130151154,7.42E-10,Ovarian cancer,ieu-a-1120,"KANSL1-AS1_T cell, CD4, naive_Ovarian cancer_ieu-a-1120",0.255946884,0.994629231,1
"LRRC37A2_T cell, CD4, TH1 TH17",LRRC37A2,"T cell, CD4, TH1 TH17",1,0.0967458,0.013766032,NA,NA,2.10E-12,NA,NA,NA,NA,NA,NA,NA,0.069764376,0.123727223,1.101580316,1.072255503,1.131707125,7.42E-10,Ovarian cancer,ieu-a-1120,"LRRC37A2_T cell, CD4, TH1 TH17_Ovarian cancer_ieu-a-1120",0.260577622,0.994687076,0.855795
"LRRC37A2_T cell, CD4, memory TREG",LRRC37A2,"T cell, CD4, memory TREG",1,0.106386162,0.015137767,NA,NA,2.10E-12,NA,NA,NA,NA,NA,NA,NA,0.076716139,0.136056185,1.112251303,1.079735538,1.145746265,7.42E-10,Ovarian cancer,ieu-a-1120,"LRRC37A2_T cell, CD4, memory TREG_Ovarian cancer_ieu-a-1120",0.266736981,0.994687076,1
"LRRC37A2_NK cell, CD56dim CD16+",LRRC37A2,"NK cell, CD56dim CD16+",1,0.100785225,0.014340805,NA,NA,2.10E-12,NA,NA,NA,NA,NA,NA,NA,0.072677247,0.128893203,1.106039067,1.075383398,1.137568629,7.42E-10,Ovarian cancer,ieu-a-1120,"LRRC37A2_NK cell, CD56dim CD16+_Ovarian cancer_ieu-a-1120",0.282318614,0.994687076,1
"LRRC37A2_T cell, CD4, TH17",LRRC37A2,"T cell, CD4, TH17",1,0.10325782,0.014692632,NA,NA,2.10E-12,NA,NA,NA,NA,NA,NA,NA,0.07446026,0.132055379,1.108777237,1.077302531,1.141171515,7.42E-10,Ovarian cancer,ieu-a-1120,"LRRC37A2_T cell, CD4, TH17_Ovarian cancer_ieu-a-1120",0.26380671,0.994687076,1
"LRRC37A2_T cell, CD4, naive",LRRC37A2,"T cell, CD4, naive",1,0.110093395,0.015665272,NA,NA,2.10E-12,NA,NA,NA,NA,NA,NA,NA,0.079389462,0.140797327,1.11638233,1.082625882,1.151191309,7.42E-10,Ovarian cancer,ieu-a-1120,"LRRC37A2_T cell, CD4, naive_Ovarian cancer_ieu-a-1120",0.240891076,0.994687076,1
"LRRC37A2_T cell, CD8, naive",LRRC37A2,"T cell, CD8, naive",1,0.101337459,0.014419383,NA,NA,2.10E-12,NA,NA,NA,NA,NA,NA,NA,0.073075468,0.12959945,1.106650028,1.075811724,1.138372316,7.42E-10,Ovarian cancer,ieu-a-1120,"LRRC37A2_T cell, CD8, naive_Ovarian cancer_ieu-a-1120",0.152061164,0.994687076,1
"LRRC37A2_T cell, CD4, TH2",LRRC37A2,"T cell, CD4, TH2",1,0.107880132,0.015350345,NA,NA,2.10E-12,NA,NA,NA,NA,NA,NA,NA,0.077793456,0.137966807,1.113914214,1.080899382,1.147937447,7.42E-10,Ovarian cancer,ieu-a-1120,"LRRC37A2_T cell, CD4, TH2_Ovarian cancer_ieu-a-1120",0.280931409,0.994687076,1
"LRRC37A2_T cell, CD4, naive TREG",LRRC37A2,"T cell, CD4, naive TREG",1,0.106339714,0.015131157,NA,NA,2.10E-12,NA,NA,NA,NA,NA,NA,NA,0.076682645,0.135996782,1.112199642,1.079699374,1.145678207,7.42E-10,Ovarian cancer,ieu-a-1120,"LRRC37A2_T cell, CD4, naive TREG_Ovarian cancer_ieu-a-1120",0.248888348,0.994687076,1
"LRRC37A2_T cell, CD4, TFH",LRRC37A2,"T cell, CD4, TFH",1,0.107880042,0.015350332,NA,NA,2.10E-12,NA,NA,NA,NA,NA,NA,NA,0.077793391,0.137966692,1.113914114,1.080899312,1.147937315,7.42E-10,Ovarian cancer,ieu-a-1120,"LRRC37A2_T cell, CD4, TFH_Ovarian cancer_ieu-a-1120",0.246518993,0.994687076,1
"ARL17A_T cell, CD8, naive activated",ARL17A,"T cell, CD8, naive activated",1,0.124969897,0.01783342,NA,NA,2.42E-12,NA,NA,NA,NA,NA,NA,NA,0.090016395,0.1599234,1.133114343,1.094192223,1.173420983,7.42E-10,Ovarian cancer,ieu-a-1120,"ARL17A_T cell, CD8, naive activated_Ovarian cancer_ieu-a-1120",0.040112384,0.948570811,1
"LRRC37A2_Monocyte, classical",LRRC37A2,"Monocyte, classical",1,0.126365234,0.018032537,NA,NA,2.42E-12,NA,NA,NA,NA,NA,NA,NA,0.091021462,0.161709006,1.134696522,1.095292513,1.175518122,7.42E-10,Ovarian cancer,ieu-a-1120,"LRRC37A2_Monocyte, classical_Ovarian cancer_ieu-a-1120",0.284027787,0.948570811,1
"ARL17A_T cell, CD4, naive TREG",ARL17A,"T cell, CD4, naive TREG",1,0.133708073,0.019080372,NA,NA,2.42E-12,NA,NA,NA,NA,NA,NA,NA,0.096310543,0.171105603,1.143059081,1.10110095,1.186616052,7.42E-10,Ovarian cancer,ieu-a-1120,"ARL17A_T cell, CD4, naive TREG_Ovarian cancer_ieu-a-1120",0.29023444,0.948570811,1
"XBP1_T cell, CD4, TH2",XBP1,"T cell, CD4, TH2",1,-0.096094961,0.018756997,NA,NA,3.00E-07,NA,NA,NA,NA,NA,NA,NA,-0.132858676,-0.059331247,0.908377751,0.875588825,0.942394552,4.17E-05,Ovarian cancer,ieu-a-1120,"XBP1_T cell, CD4, TH2_Ovarian cancer_ieu-a-1120",0.884966319,0.963891968,0.884966
"RCCD1_T cell, CD4, naive",RCCD1,"T cell, CD4, naive",1,-0.081297957,0.016458475,NA,NA,7.83E-07,NA,NA,NA,NA,NA,NA,NA,-0.113556569,-0.049039346,0.921918958,0.892653698,0.952143666,9.35E-05,Ovarian cancer,ieu-a-1120,"RCCD1_T cell, CD4, naive_Ovarian cancer_ieu-a-1120",0.092695217,1,0.99996
"RCCD1_B cell, naive",RCCD1,"B cell, naive",1,-0.102156852,0.020681282,NA,NA,7.83E-07,NA,NA,NA,NA,NA,NA,NA,-0.142692165,-0.061621538,0.902887921,0.867020927,0.940238664,9.35E-05,Ovarian cancer,ieu-a-1120,"RCCD1_B cell, naive_Ovarian cancer_ieu-a-1120",0.657855281,1,0.850879
"PRC1-AS1_T cell, CD4, memory TREG",PRC1-AS1,"T cell, CD4, memory TREG",1,0.10536064,0.021329878,NA,NA,7.83E-07,NA,NA,NA,NA,NA,NA,NA,0.06355408,0.1471672,1.111111249,1.065617113,1.158547657,9.35E-05,Ovarian cancer,ieu-a-1120,"PRC1-AS1_T cell, CD4, memory TREG_Ovarian cancer_ieu-a-1120",0.989843913,1,0.989844
"RCCD1_T cell, CD8, naive",RCCD1,"T cell, CD8, naive",1,-0.090013596,0.018222925,NA,NA,7.83E-07,NA,NA,NA,NA,NA,NA,NA,-0.125730529,-0.054296664,0.913918759,0.881852449,0.947151079,9.35E-05,Ovarian cancer,ieu-a-1120,"RCCD1_T cell, CD8, naive_Ovarian cancer_ieu-a-1120",0.885731547,1,0.885732
"CRHR1-IT1_T cell, CD4, TH2",CRHR1-IT1,"T cell, CD4, TH2",1,0.109723084,0.015513246,NA,NA,1.52E-12,NA,NA,NA,NA,NA,NA,NA,0.079317122,0.140129046,1.115968998,1.082547567,1.150422246,7.42E-10,Ovarian cancer,ieu-a-1120,"CRHR1-IT1_T cell, CD4, TH2_Ovarian cancer_ieu-a-1120",0.282193983,0.978878721,1
"RP11-259G18.2_T cell, CD4, memory TREG",RP11-259G18.2,"T cell, CD4, memory TREG",1,0.123448488,0.017109527,NA,NA,5.39E-13,NA,NA,NA,NA,NA,NA,NA,0.089913815,0.156983162,1.131391723,1.094079986,1.169975914,7.42E-10,Ovarian cancer,ieu-a-1120,"RP11-259G18.2_T cell, CD4, memory TREG_Ovarian cancer_ieu-a-1120",0.271683171,0.994687076,1
"LRRC37A2_T cell, CD4, TH1",LRRC37A2,"T cell, CD4, TH1",1,0.102187646,0.014526145,NA,NA,2.00E-12,NA,NA,NA,NA,NA,NA,NA,0.073716402,0.13065889,1.107591287,1.076501468,1.139578994,7.42E-10,Ovarian cancer,ieu-a-1120,"LRRC37A2_T cell, CD4, TH1_Ovarian cancer_ieu-a-1120",0.32041602,0.994629231,0.998477
"LRRC37A4P_Monocyte, non-classical",LRRC37A4P,"Monocyte, non-classical",1,-0.094194428,0.013094515,NA,NA,6.32E-13,NA,NA,NA,NA,NA,NA,NA,-0.119859678,-0.068529178,0.910105795,0.8870449,0.933766214,7.42E-10,Ovarian cancer,ieu-a-1120,"LRRC37A4P_Monocyte, non-classical_Ovarian cancer_ieu-a-1120",0.436283505,0.994629231,1
"LRRC37A2_B cell, naive",LRRC37A2,"B cell, naive",1,0.104759678,0.014960449,NA,NA,2.52E-12,NA,NA,NA,NA,NA,NA,NA,0.075437198,0.134082159,1.110443714,1.078355502,1.143486763,7.54E-10,Ovarian cancer,ieu-a-1120,"LRRC37A2_B cell, naive_Ovarian cancer_ieu-a-1120",0.28014911,0.946532464,1
"KANSL1-AS1_T cell, CD4, TH1",KANSL1-AS1,"T cell, CD4, TH1",1,0.101039542,0.014333707,NA,NA,1.80E-12,NA,NA,NA,NA,NA,NA,NA,0.072945477,0.129133606,1.106320386,1.075671886,1.137842137,7.42E-10,Ovarian cancer,ieu-a-1120,"KANSL1-AS1_T cell, CD4, TH1_Ovarian cancer_ieu-a-1120",0.671697069,0.918940801,0.991774
"HOXB-AS1_Monocyte, non-classical",HOXB-AS1,"Monocyte, non-classical",1,-0.083973074,0.016714217,NA,NA,5.06E-07,NA,NA,NA,NA,NA,NA,NA,-0.11673294,-0.051213208,0.919456013,0.889822798,0.950076085,6.47E-05,Ovarian cancer,ieu-a-1120,"HOXB-AS1_Monocyte, non-classical_Ovarian cancer_ieu-a-1120",4.20E-11,1,1
"SNIP1_T cell, CD4, TH17",SNIP1,"T cell, CD4, TH17",1,0.064591523,0.018165945,NA,NA,0.000377063,NA,NA,NA,NA,NA,NA,NA,0.028986271,0.100196774,1.066723203,1.029410462,1.105388409,0.03958084,Ovarian cancer,ieu-a-1120,"SNIP1_T cell, CD4, TH17_Ovarian cancer_ieu-a-1120",0.001807623,1,1
"LRRC37A4P_T cell, CD8, naive activated",LRRC37A4P,"T cell, CD8, naive activated",1,-0.093584962,0.013387379,NA,NA,2.74E-12,NA,NA,NA,NA,NA,NA,NA,-0.119824225,-0.067345698,0.910660643,0.887076349,0.934871962,8.05E-10,Ovarian cancer,ieu-a-1120,"LRRC37A4P_T cell, CD8, naive activated_Ovarian cancer_ieu-a-1120",0.040119729,1,1
"CRHR1-IT1_Monocyte, classical",CRHR1-IT1,"Monocyte, classical",1,0.094244804,0.012862701,NA,NA,2.35E-13,NA,NA,NA,NA,NA,NA,NA,0.069033911,0.119455698,1.098828711,1.071472543,1.12688332,7.42E-10,Ovarian cancer,ieu-a-1120,"CRHR1-IT1_Monocyte, classical_Ovarian cancer_ieu-a-1120",0.242835056,0.978878721,1
"RP11-259G18.3_B cell, naive",RP11-259G18.3,"B cell, naive",1,0.094971384,0.014125016,NA,NA,1.77E-11,NA,NA,NA,NA,NA,NA,NA,0.067286351,0.122656416,1.099627387,1.069601716,1.130495934,3.38E-09,Ovarian cancer,ieu-a-1120,"RP11-259G18.3_B cell, naive_Ovarian cancer_ieu-a-1120",0.346631816,0.848176531,1
"PRC1-AS1_T cell, CD4, TH2",PRC1-AS1,"T cell, CD4, TH2",1,0.10326633,0.01970035,NA,NA,1.59E-07,NA,NA,NA,NA,NA,NA,NA,0.064653644,0.141879017,1.108786673,1.066789471,1.152437215,2.29E-05,Ovarian cancer,ieu-a-1120,"PRC1-AS1_T cell, CD4, TH2_Ovarian cancer_ieu-a-1120",0.914160727,1,0.914161
"GTF2A2_Monocyte, non-classical",GTF2A2,"Monocyte, non-classical",1,-0.043754938,0.010135325,NA,NA,1.58E-05,NA,NA,NA,NA,NA,NA,NA,-0.063620174,-0.023889702,0.9571885,0.938361346,0.976393399,0.000984894,Prostate cancer,ieu-b-85,"GTF2A2_Monocyte, non-classical_Prostate cancer_ieu-b-85",0.058761658,0.987221088,1
"TMEM156_NK cell, CD56dim CD16+",TMEM156,"NK cell, CD56dim CD16+",1,0.035957268,0.010972254,NA,NA,0.001048761,NA,NA,NA,NA,NA,NA,NA,0.014451649,0.057462886,1.036611549,1.014556579,1.059145961,0.029247919,Prostate cancer,ieu-b-85,"TMEM156_NK cell, CD56dim CD16+_Prostate cancer_ieu-b-85",0.123436123,0.996007992,1
"CTD-2540F13.2_NK cell, CD56dim CD16+",CTD-2540F13.2,"NK cell, CD56dim CD16+",1,0.059614824,0.015193411,NA,NA,8.72E-05,NA,NA,NA,NA,NA,NA,NA,0.029835739,0.089393909,1.061427631,1.030285284,1.093511316,0.004316559,Prostate cancer,ieu-b-85,"CTD-2540F13.2_NK cell, CD56dim CD16+_Prostate cancer_ieu-b-85",0.898691098,0.977731373,0.898691
"RETSAT_Monocyte, classical",RETSAT,"Monocyte, classical",1,0.029615242,0.009226287,NA,NA,0.00132792,NA,NA,NA,NA,NA,NA,NA,0.011531719,0.047698764,1.030058134,1.011598466,1.048854655,0.035408869,Prostate cancer,ieu-b-85,"RETSAT_Monocyte, classical_Prostate cancer_ieu-b-85",9.72E-18,0.940246334,1
"ZBTB32_T cell, CD4, TFH",ZBTB32,"T cell, CD4, TFH",1,-0.036120592,0.01004763,NA,NA,0.00032447,NA,NA,NA,NA,NA,NA,NA,-0.055813946,-0.016427238,0.964523972,0.945715073,0.983706953,0.011389437,Prostate cancer,ieu-b-85,"ZBTB32_T cell, CD4, TFH_Prostate cancer_ieu-b-85",0.519588217,0.991890508,0.971052
"TRAF1_T cell, CD4, memory TREG",TRAF1,"T cell, CD4, memory TREG",1,0.034894234,0.011084051,NA,NA,0.001643084,NA,NA,NA,NA,NA,NA,NA,0.013169495,0.056618974,1.035510182,1.013256594,1.058252512,0.041483776,Prostate cancer,ieu-b-85,"TRAF1_T cell, CD4, memory TREG_Prostate cancer_ieu-b-85",0.004827252,0.959183226,1
"CASP8_T cell, CD4, memory TREG",CASP8,"T cell, CD4, memory TREG",1,0.035127129,0.006938692,NA,NA,4.14E-07,NA,NA,NA,NA,NA,NA,NA,0.021527292,0.048726966,1.035751374,1.021760676,1.049933644,5.62E-05,Prostate cancer,ieu-b-85,"CASP8_T cell, CD4, memory TREG_Prostate cancer_ieu-b-85",0.957093913,0.991516071,0.957094
"CASP8_Monocyte, classical",CASP8,"Monocyte, classical",1,0.034889719,0.006891796,NA,NA,4.14E-07,NA,NA,NA,NA,NA,NA,NA,0.021381798,0.04839764,1.035505506,1.021612027,1.049587931,5.62E-05,Prostate cancer,ieu-b-85,"CASP8_Monocyte, classical_Prostate cancer_ieu-b-85",0.931578176,0.991516071,0.931578
"CASP8_T cell, CD4, TH2",CASP8,"T cell, CD4, TH2",1,0.037805458,0.007467745,NA,NA,4.14E-07,NA,NA,NA,NA,NA,NA,NA,0.023168678,0.052442237,1.038529175,1.023439157,1.053841688,5.62E-05,Prostate cancer,ieu-b-85,"CASP8_T cell, CD4, TH2_Prostate cancer_ieu-b-85",0.933361166,0.991516071,0.933361
"CASP8_T cell, CD4, naive",CASP8,"T cell, CD4, naive",1,0.036464872,0.007202938,NA,NA,4.14E-07,NA,NA,NA,NA,NA,NA,NA,0.022347114,0.05058263,1.037137871,1.022598681,1.051883777,5.62E-05,Prostate cancer,ieu-b-85,"CASP8_T cell, CD4, naive_Prostate cancer_ieu-b-85",4.96E-05,0.991516071,1
"CASP8_T cell, CD4, TH1 TH17",CASP8,"T cell, CD4, TH1 TH17",1,0.036809708,0.007271053,NA,NA,4.14E-07,NA,NA,NA,NA,NA,NA,NA,0.022558443,0.051060973,1.037495575,1.022814809,1.052387058,5.62E-05,Prostate cancer,ieu-b-85,"CASP8_T cell, CD4, TH1 TH17_Prostate cancer_ieu-b-85",0.885124118,0.991516071,0.885124
"CASP8_T cell, CD4, TFH",CASP8,"T cell, CD4, TFH",1,0.035291679,0.006971196,NA,NA,4.14E-07,NA,NA,NA,NA,NA,NA,NA,0.021628135,0.048955223,1.035921822,1.021863719,1.050173326,5.62E-05,Prostate cancer,ieu-b-85,"CASP8_T cell, CD4, TFH_Prostate cancer_ieu-b-85",0.956771764,0.991516071,0.956772
"CASP8_T cell, CD4, TH17",CASP8,"T cell, CD4, TH17",1,0.036339663,0.007178205,NA,NA,4.14E-07,NA,NA,NA,NA,NA,NA,NA,0.022270381,0.050408945,1.03700802,1.022520217,1.051701096,5.62E-05,Prostate cancer,ieu-b-85,"CASP8_T cell, CD4, TH17_Prostate cancer_ieu-b-85",0.933211638,0.991516071,0.933212
"CASP8_T cell, CD4, naive TREG",CASP8,"T cell, CD4, naive TREG",1,0.037419794,0.007391564,NA,NA,4.14E-07,NA,NA,NA,NA,NA,NA,NA,0.022932328,0.05190726,1.038128729,1.023197295,1.053278057,5.62E-05,Prostate cancer,ieu-b-85,"CASP8_T cell, CD4, naive TREG_Prostate cancer_ieu-b-85",0.957093913,0.991516071,0.957094
"CASP8_Monocyte, non-classical",CASP8,"Monocyte, non-classical",1,0.037335568,0.007186659,NA,NA,2.05E-07,NA,NA,NA,NA,NA,NA,NA,0.023249717,0.051421418,1.038041295,1.023522098,1.052766455,3.31E-05,Prostate cancer,ieu-b-85,"CASP8_Monocyte, non-classical_Prostate cancer_ieu-b-85",0.833234005,1,0.833234
"CASP8_NK cell, CD56dim CD16+",CASP8,"NK cell, CD56dim CD16+",1,0.039647222,0.007631625,NA,NA,2.05E-07,NA,NA,NA,NA,NA,NA,NA,0.024689237,0.054605206,1.040443663,1.02499654,1.056123581,3.31E-05,Prostate cancer,ieu-b-85,"CASP8_NK cell, CD56dim CD16+_Prostate cancer_ieu-b-85",0.961237641,1,0.961238
"TRAF1_T cell, CD4, TFH",TRAF1,"T cell, CD4, TFH",1,0.028981846,0.009356344,NA,NA,0.001951203,NA,NA,NA,NA,NA,NA,NA,0.010643412,0.04732028,1.029405906,1.010700254,1.048457755,0.04775576,Prostate cancer,ieu-b-85,"TRAF1_T cell, CD4, TFH_Prostate cancer_ieu-b-85",0.004182984,0.947599062,1
"RP1-228P16.1_T cell, CD4, TH1",RP1-228P16.1,"T cell, CD4, TH1",1,-0.034839621,0.009867869,NA,NA,0.000414599,NA,NA,NA,NA,NA,NA,NA,-0.054180645,-0.015498597,0.965760292,0.947260973,0.984620889,0.013728739,Prostate cancer,ieu-b-85,"RP1-228P16.1_T cell, CD4, TH1_Prostate cancer_ieu-b-85",0.413399625,0.905289452,0.83127
"C10orf32_T cell, CD4, TH2",C10orf32,"T cell, CD4, TH2",1,0.033677425,0.009315032,NA,NA,0.000299902,NA,NA,NA,NA,NA,NA,NA,0.015419961,0.051934888,1.034250929,1.015539462,1.053307158,0.011118228,Prostate cancer,ieu-b-85,"C10orf32_T cell, CD4, TH2_Prostate cancer_ieu-b-85",0.001161355,1,0.961906
"RAB7L1_T cell, CD4, memory TREG",RAB7L1,"T cell, CD4, memory TREG",1,-0.055265732,0.012093443,NA,NA,4.88E-06,NA,NA,NA,NA,NA,NA,NA,-0.078968879,-0.031562585,0.94623367,0.924068682,0.968930314,0.000370836,Prostate cancer,ieu-b-85,"RAB7L1_T cell, CD4, memory TREG_Prostate cancer_ieu-b-85",0.783420039,1,0.99389
"POLI_T cell, CD8, naive",POLI,"T cell, CD8, naive",1,-0.039213483,0.007823139,NA,NA,5.37E-07,NA,NA,NA,NA,NA,NA,NA,-0.054546835,-0.023880131,0.961545414,0.946914159,0.976402743,6.45E-05,Prostate cancer,ieu-b-85,"POLI_T cell, CD8, naive_Prostate cancer_ieu-b-85",0.967822805,1,0.967823
"POLI_T cell, CD4, TH1",POLI,"T cell, CD4, TH1",1,-0.039176529,0.007815766,NA,NA,5.37E-07,NA,NA,NA,NA,NA,NA,NA,-0.054495431,-0.023857627,0.961580947,0.946962836,0.976424717,6.45E-05,Prostate cancer,ieu-b-85,"POLI_T cell, CD4, TH1_Prostate cancer_ieu-b-85",0.940711293,1,0.940711
"POLI_T cell, CD4, TFH",POLI,"T cell, CD4, TFH",1,-0.045418063,0.00906096,NA,NA,5.37E-07,NA,NA,NA,NA,NA,NA,NA,-0.063177546,-0.027658581,0.955597898,0.938776783,0.972720415,6.45E-05,Prostate cancer,ieu-b-85,"POLI_T cell, CD4, TFH_Prostate cancer_ieu-b-85",0.980470799,1,0.980471
"POLI_T cell, CD4, naive TREG",POLI,"T cell, CD4, naive TREG",1,-0.035515557,0.007085398,NA,NA,5.37E-07,NA,NA,NA,NA,NA,NA,NA,-0.049402937,-0.021628177,0.96510772,0.951797538,0.978604035,6.45E-05,Prostate cancer,ieu-b-85,"POLI_T cell, CD4, naive TREG_Prostate cancer_ieu-b-85",0.967831112,1,0.967831
